Sanidad,w.length,promedio
Enfermas,781.894,62.84817757
Enfermas,782.384,62.85934579
Enfermas,782.874,62.86985981
Enfermas,783.364,62.88
Enfermas,783.854,62.88962617
Enfermas,784.344,62.89934579
Enfermas,784.834,62.91084112
Enfermas,785.324,62.91939252
Enfermas,785.814,62.93
Enfermas,786.304,62.93920561
Enfermas,786.794,62.94901869
Enfermas,787.285,62.96074766
Enfermas,787.775,62.96971963
Enfermas,788.265,62.97845794
Enfermas,788.756,62.98714953
Enfermas,789.246,62.99630841
Enfermas,789.736,63.00560748
Enfermas,790.227,63.01509346
Enfermas,790.717,63.02439252
Enfermas,791.208,63.0335514
Enfermas,791.699,63.04252336
Enfermas,792.189,63.05028037
Enfermas,792.68,63.05794393
Enfermas,793.171,63.06570093
Enfermas,793.662,63.07299065
Enfermas,794.152,63.07995327
Enfermas,794.643,63.0871028
Enfermas,795.134,63.09476636
Enfermas,795.625,63.10200935
Enfermas,796.116,63.10766355
Enfermas,796.607,63.11457944
Enfermas,797.098,63.12004673
Enfermas,797.59,63.12654206
Enfermas,798.081,63.1338785
Enfermas,798.572,63.14121495
Enfermas,799.063,63.14742991
Enfermas,799.555,63.15415888
Enfermas,800.046,63.15990654
Enfermas,800.537,63.16593458
Sanas,450.089,4.210330189
Sanas,450.553,4.198915094
Sanas,451.017,4.188867925
Sanas,451.48,4.177735849
Sanas,451.944,4.16745283
Sanas,452.408,4.159198113
Sanas,452.872,4.152641509
Sanas,453.335,4.146981132
Sanas,453.799,4.135801887
Sanas,454.263,4.120518868
Sanas,454.727,4.113349057
Sanas,455.191,4.112971698
Sanas,455.655,4.105188679
Sanas,456.119,4.100754717
Sanas,456.583,4.095141509
Sanas,457.047,4.092877358
Sanas,457.511,4.0925
Sanas,457.975,4.090943396
Sanas,458.439,4.085801887
Sanas,458.904,4.084056604
Sanas,459.368,4.083679245
Sanas,459.832,4.081415094
Sanas,460.296,4.088207547
Sanas,460.761,4.086603774
Sanas,461.225,4.087971698
Sanas,461.689,4.082264151
Sanas,462.154,4.080943396
Sanas,462.618,4.075707547
Sanas,463.083,4.068113208
Sanas,463.547,4.071415094
Sanas,464.012,4.066037736
Sanas,464.476,4.059339623
Sanas,464.941,4.052971698
Sanas,465.406,4.043773585
Sanas,465.87,4.033773585
Sanas,466.335,4.031084906
Sanas,466.8,4.024575472
Sanas,467.265,4.013820755
Sanas,467.729,4.005377358
Sanas,468.194,3.994009434
Sanas,468.659,3.991226415
Sanas,469.124,3.985235849
Sanas,469.589,3.978490566
Sanas,470.054,3.981839623
Sanas,470.519,3.976367925
Sanas,470.984,3.973066038
Sanas,471.449,3.974386792
Sanas,471.914,3.972641509
Sanas,472.379,3.964716981
Sanas,472.845,3.952122642
Sanas,473.31,3.952688679
Sanas,473.775,3.950566038
Sanas,474.24,3.940330189
Sanas,474.706,3.942169811
Sanas,475.171,3.940330189
Sanas,475.636,3.939811321
Sanas,476.102,3.938867925
Sanas,476.567,3.929528302
Sanas,477.033,3.924858491
Sanas,477.498,3.926367925
Sanas,477.964,3.918867925
Sanas,478.429,3.911415094
Sanas,478.895,3.898915094
Sanas,479.36,3.895849057
Sanas,479.826,3.893018868
Sanas,480.292,3.883537736
Sanas,480.757,3.877877358
Sanas,481.223,3.871933962
Sanas,481.689,3.86259434
Sanas,482.155,3.858915094
Sanas,482.621,3.854764151
Sanas,483.087,3.850801887
Sanas,483.553,3.845566038
Sanas,484.019,3.839622642
Sanas,484.485,3.836415094
Sanas,484.951,3.841933962
Sanas,485.417,3.841839623
Sanas,485.883,3.84240566
Sanas,486.349,3.84495283
Sanas,486.815,3.84759434
Sanas,487.281,3.845141509
Sanas,487.747,3.84
Sanas,488.214,3.844811321
Sanas,488.68,3.844716981
Sanas,489.146,3.838679245
Sanas,489.613,3.834339623
Sanas,490.079,3.83490566
Sanas,490.546,3.835377358
Sanas,491.012,3.833773585
Sanas,491.478,3.838207547
Sanas,491.945,3.849433962
Sanas,492.412,3.854009434
Sanas,492.878,3.856698113
Sanas,493.345,3.863962264
Sanas,493.811,3.865707547
Sanas,494.278,3.87009434
Sanas,494.745,3.871273585
Sanas,495.212,3.87759434
Sanas,495.678,3.886037736
Sanas,496.145,3.892169811
Sanas,496.612,3.901698113
Sanas,497.079,3.910801887
Sanas,497.546,3.92
Sanas,498.013,3.933679245
Sanas,498.48,3.943207547
Sanas,498.947,3.955849057
Sanas,499.414,3.973301887
Sanas,499.881,3.990283019
Sanas,500.348,4.006226415
Sanas,500.815,4.026037736
Sanas,501.283,4.048679245
Sanas,501.75,4.07240566
Sanas,502.217,4.094339623
Sanas,502.684,4.119716981
Sanas,503.152,4.145613208
Sanas,503.619,4.172641509
Sanas,504.087,4.198537736
Sanas,504.554,4.224764151
Sanas,505.021,4.253349057
Sanas,505.489,4.28495283
Sanas,505.957,4.316698113
Sanas,506.424,4.35509434
Sanas,506.892,4.392311321
Sanas,507.359,4.431084906
Sanas,507.827,4.473632075
Sanas,508.295,4.518726415
Sanas,508.762,4.56995283
Sanas,509.23,4.613113208
Sanas,509.698,4.662122642
Sanas,510.166,4.714292453
Sanas,510.634,4.768632075
Sanas,511.102,4.822783019
Sanas,511.57,4.878584906
Sanas,512.038,4.937641509
Sanas,512.506,4.997075472
Sanas,512.974,5.063962264
Sanas,513.442,5.12990566
Sanas,513.91,5.200566038
Sanas,514.378,5.27004717
Sanas,514.846,5.341745283
Sanas,515.314,5.418773585
Sanas,515.783,5.494150943
Sanas,516.251,5.571462264
Sanas,516.719,5.652075472
Sanas,517.188,5.728962264
Sanas,517.656,5.80990566
Sanas,518.125,5.894811321
Sanas,518.593,5.979528302
Sanas,519.062,6.063113208
Sanas,519.53,6.148537736
Sanas,519.999,6.234481132
Sanas,520.467,6.320188679
Sanas,520.936,6.403962264
Sanas,521.405,6.490235849
Sanas,521.873,6.575943396
Sanas,522.342,6.658773585
Sanas,522.811,6.744858491
Sanas,523.28,6.832688679
Sanas,523.748,6.920896226
Sanas,524.217,7.006415094
Sanas,524.686,7.091367925
Sanas,525.155,7.176745283
Sanas,525.624,7.262075472
Sanas,526.093,7.34745283
Sanas,526.562,7.429716981
Sanas,527.031,7.513584906
Sanas,527.5,7.596320755
Sanas,527.97,7.674292453
Sanas,528.439,7.756132075
Sanas,528.908,7.835613208
Sanas,529.377,7.913632075
Sanas,529.846,7.991981132
Sanas,530.316,8.065566038
Sanas,530.785,8.138537736
Sanas,531.255,8.20509434
Sanas,531.724,8.271981132
Sanas,532.193,8.33754717
Sanas,532.663,8.399811321
Sanas,533.132,8.460943396
Sanas,533.602,8.518915094
Sanas,534.072,8.572783019
Sanas,534.541,8.624009434
Sanas,535.011,8.673679245
Sanas,535.481,8.721226415
Sanas,535.95,8.763679245
Sanas,536.42,8.808962264
Sanas,536.89,8.850754717
Sanas,537.36,8.888584906
Sanas,537.83,8.924858491
Sanas,538.3,8.959669811
Sanas,538.77,8.991415094
Sanas,539.24,9.02259434
Sanas,539.71,9.050424528
Sanas,540.18,9.078867925
Sanas,540.65,9.102358491
Sanas,541.12,9.126603774
Sanas,541.59,9.153915094
Sanas,542.06,9.177358491
Sanas,542.531,9.197783019
Sanas,543.001,9.217122642
Sanas,543.471,9.231745283
Sanas,543.941,9.251698113
Sanas,544.412,9.269103774
Sanas,544.882,9.28495283
Sanas,545.353,9.298160377
Sanas,545.823,9.311839623
Sanas,546.294,9.323490566
Sanas,546.764,9.333349057
Sanas,547.235,9.343820755
Sanas,547.705,9.352924528
Sanas,548.176,9.357924528
Sanas,548.647,9.361462264
Sanas,549.118,9.360943396
Sanas,549.588,9.360141509
Sanas,550.059,9.356084906
Sanas,550.53,9.354103774
Sanas,551.001,9.350613208
Sanas,551.472,9.341933962
Sanas,551.943,9.330849057
Sanas,552.414,9.3175
Sanas,552.885,9.302924528
Sanas,553.356,9.286415094
Sanas,553.827,9.268537736
Sanas,554.298,9.247688679
Sanas,554.769,9.226037736
Sanas,555.24,9.203537736
Sanas,555.711,9.174150943
Sanas,556.183,9.146226415
Sanas,556.654,9.117688679
Sanas,557.125,9.085424528
Sanas,557.597,9.053113208
Sanas,558.068,9.018726415
Sanas,558.54,8.981132075
Sanas,559.011,8.942735849
Sanas,559.483,8.903820755
Sanas,559.954,8.863962264
Sanas,560.426,8.820283019
Sanas,560.897,8.769811321
Sanas,561.369,8.721132075
Sanas,561.841,8.671981132
Sanas,562.312,8.620141509
Sanas,562.784,8.570330189
Sanas,563.256,8.513490566
Sanas,563.728,8.456273585
Sanas,564.2,8.396981132
Sanas,564.672,8.335943396
Sanas,565.143,8.271886792
Sanas,565.615,8.207311321
Sanas,566.087,8.140801887
Sanas,566.56,8.072971698
Sanas,567.032,8.002122642
Sanas,567.504,7.93245283
Sanas,567.976,7.86
Sanas,568.448,7.788207547
Sanas,568.92,7.715377358
Sanas,569.393,7.641415094
Sanas,569.865,7.566933962
Sanas,570.337,7.490990566
Sanas,570.81,7.416745283
Sanas,571.282,7.343396226
Sanas,571.754,7.270471698
Sanas,572.227,7.199481132
Sanas,572.699,7.129669811
Sanas,573.172,7.058160377
Sanas,573.645,6.987028302
Sanas,574.117,6.918962264
Sanas,574.59,6.851650943
Sanas,575.063,6.791179245
Sanas,575.535,6.727169811
Sanas,576.008,6.66504717
Sanas,576.481,6.605754717
Sanas,576.954,6.547830189
Sanas,577.427,6.49254717
Sanas,577.9,6.439528302
Sanas,578.373,6.388773585
Sanas,578.845,6.338018868
Sanas,579.319,6.289716981
Sanas,579.792,6.244009434
Sanas,580.265,6.200707547
Sanas,580.738,6.158537736
Sanas,581.211,6.116745283
Sanas,581.684,6.077075472
Sanas,582.157,6.036792453
Sanas,582.631,5.999716981
Sanas,583.104,5.963396226
Sanas,583.577,5.9275
Sanas,584.051,5.893443396
Sanas,584.524,5.859669811
Sanas,584.998,5.827264151
Sanas,585.471,5.795943396
Sanas,585.945,5.76504717
Sanas,586.418,5.736084906
Sanas,586.892,5.707735849
Sanas,587.366,5.680283019
Sanas,587.839,5.650896226
Sanas,588.313,5.625754717
Sanas,588.787,5.600849057
Sanas,589.261,5.57509434
Sanas,589.734,5.551179245
Sanas,590.208,5.527735849
Sanas,590.682,5.504292453
Sanas,591.156,5.481226415
Sanas,591.63,5.458490566
Sanas,592.104,5.436415094
Sanas,592.578,5.416320755
Sanas,593.052,5.396933962
Sanas,593.526,5.377264151
Sanas,594,5.356981132
Sanas,594.475,5.337122642
Sanas,594.949,5.319716981
Sanas,595.423,5.299528302
Sanas,595.898,5.281933962
Sanas,596.372,5.264339623
Sanas,596.846,5.245235849
Sanas,597.321,5.227830189
Sanas,597.795,5.210471698
Sanas,598.27,5.193867925
Sanas,598.744,5.178113208
Sanas,599.219,5.161367925
Sanas,599.693,5.145471698
Sanas,600.168,5.129575472
Sanas,600.643,5.114009434
Sanas,601.117,5.097830189
Sanas,601.592,5.08240566
Sanas,602.067,5.066839623
Sanas,602.542,5.051179245
Sanas,603.017,5.036886792
Sanas,603.492,5.020990566
Sanas,603.966,5.005424528
Sanas,604.441,4.987783019
Sanas,604.916,4.970943396
Sanas,605.392,4.954481132
Sanas,605.867,4.93740566
Sanas,606.342,4.919858491
Sanas,606.817,4.90245283
Sanas,607.292,4.886462264
Sanas,607.767,4.866981132
Sanas,608.243,4.849481132
Sanas,608.718,4.832264151
Sanas,609.193,4.814858491
Sanas,609.669,4.795849057
Sanas,610.144,4.776415094
Sanas,610.62,4.756745283
Sanas,611.095,4.738207547
Sanas,611.571,4.718113208
Sanas,612.046,4.696792453
Sanas,612.522,4.677311321
Sanas,612.997,4.655990566
Sanas,613.473,4.635943396
Sanas,613.949,4.615754717
Sanas,614.425,4.595141509
Sanas,614.9,4.576462264
Sanas,615.376,4.555330189
Sanas,615.852,4.536415094
Sanas,616.328,4.517641509
Sanas,616.804,4.500141509
Sanas,617.28,4.482264151
Sanas,617.756,4.463301887
Sanas,618.232,4.446132075
Sanas,618.708,4.430283019
Sanas,619.184,4.414622642
Sanas,619.661,4.39759434
Sanas,620.137,4.381792453
Sanas,620.613,4.365943396
Sanas,621.089,4.350849057
Sanas,621.566,4.338773585
Sanas,622.042,4.327028302
Sanas,622.518,4.313443396
Sanas,622.995,4.301933962
Sanas,623.471,4.290283019
Sanas,623.948,4.280990566
Sanas,624.424,4.271462264
Sanas,624.901,4.261792453
Sanas,625.378,4.253066038
Sanas,625.854,4.245
Sanas,626.331,4.236745283
Sanas,626.808,4.227688679
Sanas,627.285,4.220377358
Sanas,627.761,4.2125
Sanas,628.238,4.203867925
Sanas,628.715,4.196509434
Sanas,629.192,4.190235849
Sanas,629.669,4.183679245
Sanas,630.146,4.175566038
Sanas,630.623,4.168207547
Sanas,631.1,4.160990566
Sanas,631.577,4.15504717
Sanas,632.054,4.147216981
Sanas,632.532,4.140330189
Sanas,633.009,4.133018868
Sanas,633.486,4.123726415
Sanas,633.963,4.115849057
Sanas,634.441,4.108396226
Sanas,634.918,4.100188679
Sanas,635.396,4.090990566
Sanas,635.873,4.080943396
Sanas,636.351,4.070141509
Sanas,636.828,4.059198113
Sanas,637.306,4.048867925
Sanas,637.783,4.036132075
Sanas,638.261,4.023113208
Sanas,638.739,4.010141509
Sanas,639.217,3.998349057
Sanas,639.694,3.984716981
Sanas,640.172,3.971415094
Sanas,640.65,3.958113208
Sanas,641.128,3.943490566
Sanas,641.606,3.929009434
Sanas,642.084,3.915424528
Sanas,642.562,3.900849057
Sanas,643.04,3.886320755
Sanas,643.518,3.871933962
Sanas,643.996,3.858254717
Sanas,644.474,3.841037736
Sanas,644.952,3.826886792
Sanas,645.431,3.810896226
Sanas,645.909,3.797122642
Sanas,646.387,3.781179245
Sanas,646.866,3.766981132
Sanas,647.344,3.754764151
Sanas,647.822,3.741933962
Sanas,648.301,3.727735849
Sanas,648.779,3.714103774
Sanas,649.258,3.700990566
Sanas,649.737,3.688443396
Sanas,650.215,3.67740566
Sanas,650.694,3.665801887
Sanas,651.173,3.655707547
Sanas,651.651,3.645235849
Sanas,652.13,3.635896226
Sanas,652.609,3.625707547
Sanas,653.088,3.616981132
Sanas,653.567,3.606037736
Sanas,654.046,3.596556604
Sanas,654.525,3.5875
Sanas,655.004,3.580613208
Sanas,655.483,3.57245283
Sanas,655.962,3.56504717
Sanas,656.441,3.559622642
Sanas,656.92,3.554056604
Sanas,657.399,3.547971698
Sanas,657.878,3.543160377
Sanas,658.358,3.536933962
Sanas,658.837,3.531886792
Sanas,659.316,3.529245283
Sanas,659.796,3.526226415
Sanas,660.275,3.524150943
Sanas,660.755,3.520424528
Sanas,661.234,3.517169811
Sanas,661.714,3.514858491
Sanas,662.193,3.512358491
Sanas,662.673,3.510660377
Sanas,663.153,3.509056604
Sanas,663.633,3.507641509
Sanas,664.112,3.510424528
Sanas,664.592,3.510471698
Sanas,665.072,3.511084906
Sanas,665.552,3.512924528
Sanas,666.032,3.517971698
Sanas,666.512,3.521933962
Sanas,666.992,3.523867925
Sanas,667.472,3.526933962
Sanas,667.952,3.531556604
Sanas,668.432,3.536886792
Sanas,668.912,3.542830189
Sanas,669.392,3.550518868
Sanas,669.872,3.557783019
Sanas,670.353,3.567122642
Sanas,670.833,3.576273585
Sanas,671.313,3.586462264
Sanas,671.794,3.598066038
Sanas,672.274,3.611320755
Sanas,672.755,3.624858491
Sanas,673.235,3.639575472
Sanas,673.716,3.653962264
Sanas,674.196,3.670849057
Sanas,674.677,3.68490566
Sanas,675.158,3.702028302
Sanas,675.638,3.719858491
Sanas,676.119,3.7375
Sanas,676.6,3.755377358
Sanas,677.081,3.773773585
Sanas,677.561,3.794433962
Sanas,678.042,3.816650943
Sanas,678.523,3.839339623
Sanas,679.004,3.86254717
Sanas,679.485,3.885377358
Sanas,679.966,3.910141509
Sanas,680.447,3.935424528
Sanas,680.929,3.961509434
Sanas,681.41,3.989386792
Sanas,681.891,4.019292453
Sanas,682.372,4.05004717
Sanas,682.854,4.083679245
Sanas,683.335,4.118726415
Sanas,683.816,4.157028302
Sanas,684.298,4.197735849
Sanas,684.779,4.242358491
Sanas,685.261,4.288915094
Sanas,685.742,4.341886792
Sanas,686.224,4.396320755
Sanas,686.705,4.458490566
Sanas,687.187,4.527216981
Sanas,687.669,4.598113208
Sanas,688.151,4.676367925
Sanas,688.632,4.75990566
Sanas,689.114,4.851603774
Sanas,689.596,4.950801887
Sanas,690.078,5.057169811
Sanas,690.56,5.171084906
Sanas,691.042,5.293254717
Sanas,691.524,5.425849057
Sanas,692.006,5.56259434
Sanas,692.488,5.711084906
Sanas,692.97,5.871273585
Sanas,693.452,6.041367925
Sanas,693.935,6.221273585
Sanas,694.417,6.414386792
Sanas,694.899,6.620188679
Sanas,695.381,6.839056604
Sanas,695.864,7.071084906
Sanas,696.346,7.316886792
Sanas,696.829,7.574622642
Sanas,697.311,7.843962264
Sanas,697.794,8.128301887
Sanas,698.276,8.426603774
Sanas,698.759,8.735801887
Sanas,699.242,9.060424528
Sanas,699.724,9.401839623
Sanas,700.207,9.752830189
Sanas,700.69,10.11896226
Sanas,701.173,10.49900943
Sanas,701.656,10.8929717
Sanas,702.138,11.30216981
Sanas,702.621,11.7225
Sanas,703.104,12.14943396
Sanas,703.587,12.59599057
Sanas,704.07,13.04698113
Sanas,704.554,13.51622642
Sanas,705.037,13.99566038
Sanas,705.52,14.48509434
Sanas,706.003,14.98735849
Sanas,706.486,15.495
Sanas,706.97,16.01632075
Sanas,707.453,16.54443396
Sanas,707.936,17.07693396
Sanas,708.42,17.62075472
Sanas,708.903,18.17042453
Sanas,709.387,18.72424528
Sanas,709.87,19.28731132
Sanas,710.354,19.85839623
Sanas,710.838,20.43448113
Sanas,711.321,21.02132075
Sanas,711.805,21.60613208
Sanas,712.289,22.19698113
Sanas,712.773,22.79665094
Sanas,713.256,23.40023585
Sanas,713.74,24.00933962
Sanas,714.224,24.62066038
Sanas,714.708,25.23584906
Sanas,715.192,25.85919811
Sanas,715.676,26.4845283
Sanas,716.16,27.11712264
Sanas,716.644,27.74882075
Sanas,717.129,28.38099057
Sanas,717.613,29.01646226
Sanas,718.097,29.65716981
Sanas,718.581,30.29306604
Sanas,719.066,30.9454717
Sanas,719.55,31.60485849
Sanas,720.035,32.25372642
Sanas,720.519,32.89985849
Sanas,721.003,33.54448113
Sanas,721.488,34.19316038
Sanas,721.973,34.84325472
Sanas,722.457,35.48910377
Sanas,722.942,36.13264151
Sanas,723.427,36.77981132
Sanas,723.911,37.42188679
Sanas,724.396,38.06108491
Sanas,724.881,38.69504717
Sanas,725.366,39.32603774
Sanas,725.851,39.95632075
Sanas,726.336,40.57495283
Sanas,726.821,41.19627358
Sanas,727.306,41.81193396
Sanas,727.791,42.41632075
Sanas,728.276,43.02089623
Sanas,728.761,43.61669811
Sanas,729.246,44.20834906
Sanas,729.731,44.79212264
Sanas,730.217,45.37066038
Sanas,730.702,45.93716981
Sanas,731.187,46.50089623
Sanas,731.673,47.04849057
Sanas,732.158,47.59603774
Sanas,732.644,48.12735849
Sanas,733.129,48.65518868
Sanas,733.615,49.16919811
Sanas,734.1,49.67212264
Sanas,734.586,50.17037736
Sanas,735.072,50.66084906
Sanas,735.558,51.1375
Sanas,736.043,51.59801887
Sanas,736.529,52.04485849
Sanas,737.015,52.48556604
Sanas,737.501,52.90990566
Sanas,737.987,53.32198113
Sanas,738.473,53.72033019
Sanas,738.959,54.11122642
Sanas,739.445,54.49424528
Sanas,739.931,54.86504717
Sanas,740.417,55.21721698
Sanas,740.903,55.56485849
Sanas,741.39,55.8984434
Sanas,741.876,56.22075472
Sanas,742.362,56.53136792
Sanas,742.849,56.83650943
Sanas,743.335,57.12504717
Sanas,743.821,57.40938679
Sanas,744.308,57.6825
Sanas,744.795,57.94575472
Sanas,745.281,58.19806604
Sanas,745.768,58.44495283
Sanas,746.254,58.68325472
Sanas,746.741,58.91292453
Sanas,747.228,59.13325472
Sanas,747.715,59.34735849
Sanas,748.201,59.55320755
Sanas,748.688,59.75221698
Sanas,749.175,59.94334906
Sanas,749.662,60.12787736
Sanas,750.149,60.3059434
Sanas,750.636,60.47419811
Sanas,751.123,60.63891509
Sanas,751.61,60.79603774
Sanas,752.097,60.94693396
Sanas,752.585,61.0934434
Sanas,753.072,61.23363208
Sanas,753.559,61.36891509
Sanas,754.047,61.49518868
Sanas,754.534,61.61919811
Sanas,755.021,61.73669811
Sanas,755.509,61.84783019
Sanas,755.996,61.95495283
Sanas,756.484,62.05466981
Sanas,756.971,62.15273585
Sanas,757.459,62.24415094
Sanas,757.947,62.33108491
Sanas,758.434,62.41566038
Sanas,758.922,62.49240566
Sanas,759.41,62.56877358
Sanas,759.898,62.63853774
Sanas,760.386,62.70665094
Sanas,760.874,62.77070755
Sanas,761.362,62.83103774
Sanas,761.85,62.88886792
Sanas,762.338,62.94396226
Sanas,762.826,62.99509434
Sanas,763.314,63.04566038
Sanas,763.802,63.0925
Sanas,764.29,63.13603774
Sanas,764.778,63.17787736
Sanas,765.267,63.22051887
Sanas,765.755,63.25669811
Sanas,766.243,63.29292453
Sanas,766.732,63.32551887
Sanas,767.22,63.35646226
Sanas,767.709,63.38731132
Sanas,768.197,63.41801887
Sanas,768.686,63.4465566
Sanas,769.175,63.47316038
Sanas,769.663,63.49627358
Sanas,770.152,63.51995283
Sanas,770.641,63.54377358
Sanas,771.13,63.56400943
Sanas,771.619,63.58608491
Sanas,772.107,63.6040566
Sanas,772.596,63.62207547
Sanas,773.085,63.63830189
Sanas,773.574,63.65466981
Sanas,774.063,63.67339623
Sanas,774.553,63.68995283
Sanas,775.042,63.70589623
Sanas,775.531,63.72165094
Sanas,776.02,63.73518868
Sanas,776.509,63.74971698
Sanas,776.999,63.76179245
Sanas,777.488,63.77268868
Sanas,777.978,63.78410377
Sanas,778.467,63.79514151
Sanas,778.957,63.81056604
Sanas,779.446,63.82033019
Sanas,779.936,63.83089623
Sanas,780.425,63.84386792
Sanas,780.915,63.85523585
Sanas,781.405,63.86580189
Sanas,781.894,63.87858491
Sanas,782.384,63.89089623
Sanas,782.874,63.90320755
Sanas,783.364,63.91443396
Sanas,783.854,63.9254717
Sanas,784.344,63.93669811
Sanas,784.834,63.95004717
Sanas,785.324,63.96066038
Sanas,785.814,63.97306604
Sanas,786.304,63.98292453
Sanas,786.794,63.99476415
Sanas,787.285,64.00962264
Sanas,787.775,64.02018868
Sanas,788.265,64.03028302
Sanas,788.756,64.04
Sanas,789.246,64.05122642
Sanas,789.736,64.06174528
Sanas,790.227,64.07301887
Sanas,790.717,64.08382075
Sanas,791.208,64.09533019
Sanas,791.699,64.10561321
Sanas,792.189,64.11462264
Sanas,792.68,64.12386792
Sanas,793.171,64.13235849
Sanas,793.662,64.14136792
Sanas,794.152,64.14933962
Sanas,794.643,64.15735849
Sanas,795.134,64.16641509
Sanas,795.625,64.17481132
Sanas,796.116,64.18099057
Sanas,796.607,64.18924528
Sanas,797.098,64.1945283
Sanas,797.59,64.20268868
Sanas,798.081,64.21056604
Sanas,798.572,64.21948113
Sanas,799.063,64.22660377
Sanas,799.555,64.23391509
Sanas,800.046,64.24113208
Sanas,800.537,64.2475
